route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
94,000032,88____:049::8872009:8811601:12:2454:20241026,Ottignies,11912,,4224,,1
106,000014,88____:049::8886009:8883311:3:1512:20241117,Enghien,11912,,4225,,1
107,000030,88____:049::8882206:8883006:6:1255:20241124,Braine-le-Comte,11912,,4226,,1
94,000069,88____:049::8872009:8811601:12:2447:20241108,Ottignies,11912,,4227,,1
113,000056,88____:049::8874609:8874005:5:1817:20241130,Châtelet,11912,,4228,,1
67,000020,88____:049::8814001:8814209:13:1713:20241208,Nivelles,11912,,4229,,1
67,000008,88____:049::8814001:8814209:13:913:20241020,Nivelles,11913,,4230,,1
93,000003,88____:049::8811601:8872413:9:646:20241027,Fleurus,11913,,4231,,1
106,000014,88____:049::8886009:8883311:3:1612:20241117,Enghien,11913,,4232,,1
107,000030,88____:049::8882206:8883006:6:1355:20241124,Braine-le-Comte,11913,,4233,,1
94,000031,88____:049::8811601:8872009:12:512:20241109,Charleroi-Central,11913,,4234,,1
113,000056,88____:049::8874609:8874005:5:1917:20241130,Châtelet,11913,,4235,,1
67,000020,88____:049::8814001:8814209:13:1813:20241208,Nivelles,11913,,4236,,1
67,000008,88____:049::8814001:8814209:13:1013:20241020,Nivelles,11914,,4237,,1
93,000003,88____:049::8811601:8872413:9:746:20241027,Fleurus,11914,,4238,,1
106,000014,88____:049::8886009:8883311:3:1712:20241117,Enghien,11914,,4239,,1
107,000030,88____:049::8882206:8883006:6:1455:20241124,Braine-le-Comte,11914,,4240,,1
93,000061,88____:049::8811601:8872413:9:558:20241111,Fleurus,11914,,4241,,1
113,000056,88____:049::8874609:8874005:5:2017:20241130,Châtelet,11914,,4242,,1
67,000020,88____:049::8814001:8814209:13:1913:20241208,Nivelles,11914,,4243,,1
67,000008,88____:049::8814001:8814209:13:1113:20241020,Nivelles,11915,,4244,,1
93,000003,88____:049::8811601:8872413:9:846:20241027,Fleurus,11915,,4245,,1
106,000014,88____:049::8886009:8883311:3:1812:20241117,Enghien,11915,,4246,,1
107,000030,88____:049::8882206:8883006:6:1555:20241124,Braine-le-Comte,11915,,4247,,1
93,000061,88____:049::8811601:8872413:9:647:20241111,Fleurus,11915,,4248,,1
113,000056,88____:049::8874609:8874005:5:2117:20241130,Châtelet,11915,,4249,,1
67,000020,88____:049::8814001:8814209:13:2013:20241208,Nivelles,11915,,4250,,1
67,000008,88____:049::8814001:8814209:13:1213:20241020,Nivelles,11916,,4251,,1
93,000003,88____:049::8811601:8872413:9:946:20241027,Fleurus,11916,,4252,,1
106,000014,88____:049::8886009:8883311:3:1912:20241117,Enghien,11916,,4253,,1
107,000030,88____:049::8882206:8883006:6:1655:20241124,Braine-le-Comte,11916,,4254,,1
93,000061,88____:049::8811601:8872413:9:747:20241111,Fleurus,11916,,4255,,1
113,000056,88____:049::8874609:8874005:5:2217:20241130,Châtelet,11916,,4256,,1
67,000020,88____:049::8814001:8814209:13:2113:20241208,Nivelles,11916,,4257,,1
67,000008,88____:049::8814001:8814209:13:1313:20241020,Nivelles,11917,,4258,,1
93,000003,88____:049::8811601:8872413:9:1046:20241027,Fleurus,11917,,4259,,1
106,000014,88____:049::8886009:8883311:3:2012:20241117,Enghien,11917,,4260,,1
107,000064,88____:049::8882206:8883006:6:1755:20241123,Braine-le-Comte,11917,,4261,,1
93,000061,88____:049::8811601:8872413:9:847:20241111,Fleurus,11917,,4262,,1
108,000056,88____:049::8874609:8872009:7:2337:20241130,Charleroi-Central,11917,,4263,,1
67,000020,88____:049::8814001:8814209:13:2213:20241208,Nivelles,11917,,4264,,1
67,000008,88____:049::8814001:8814209:13:1413:20241020,Nivelles,11918,,4265,,1
93,000003,88____:049::8811601:8872413:9:1146:20241027,Fleurus,11918,,4266,,1
106,000014,88____:049::8886009:8883311:3:2112:20241117,Enghien,11918,,4267,,1
107,000064,88____:049::8882206:8883006:6:1855:20241123,Braine-le-Comte,11918,,4268,,1
93,000061,88____:049::8811601:8872413:9:947:20241111,Fleurus,11918,,4269,,1
67,000020,88____:049::8814001:8814209:13:2313:20241208,Nivelles,11918,,4270,,1
67,000008,88____:049::8814001:8814209:13:1513:20241020,Nivelles,11919,,4271,,1
93,000003,88____:049::8811601:8872413:9:1246:20241027,Fleurus,11919,,4272,,1
106,000014,88____:049::8886009:8883311:3:2212:20241117,Enghien,11919,,4273,,1
107,000064,88____:049::8882206:8883006:6:1955:20241123,Braine-le-Comte,11919,,4274,,1
93,000061,88____:049::8811601:8872413:9:1047:20241111,Fleurus,11919,,4275,,1
67,000020,88____:049::8814001:8814209:13:2413:20241208,Nivelles,11919,,4276,,1
67,000008,88____:049::8814001:8814209:13:1613:20241020,Nivelles,11920,,4277,,1
93,000003,88____:049::8811601:8872413:9:1346:20241027,Fleurus,11920,,4278,,1
106,000014,88____:049::8886009:8883311:3:2312:20241117,Enghien,11920,,4279,,1
107,000064,88____:049::8882206:8883006:6:2055:20241123,Braine-le-Comte,11920,,4280,,1
93,000061,88____:049::8811601:8872413:9:1147:20241111,Fleurus,11920,,4281,,1
103,000005,88____:049::8881505:8881000:4:714:20241201,Mons,11920,,4282,,1
67,000020,88____:049::8814209:8814001:13:539:20241208,Bruxelles-Midi,11920,,4283,,1
67,000008,88____:049::8814001:8814209:13:1713:20241020,Nivelles,11921,,4284,,1
93,000003,88____:049::8811601:8872413:9:1446:20241027,Fleurus,11921,,4285,,1
106,000014,88____:049::8886009:8883311:3:2412:20241117,Enghien,11921,,4286,,1
107,000064,88____:049::8882206:8883006:6:2155:20241123,Braine-le-Comte,11921,,4287,,1
93,000061,88____:049::8811601:8872413:9:1247:20241111,Fleurus,11921,,4288,,1
103,000005,88____:049::8881505:8881000:4:814:20241201,Mons,11921,,4289,,1
67,000020,88____:049::8814209:8814001:13:639:20241208,Bruxelles-Midi,11921,,4290,,1
128,000039,88____:007::8812005:8814001:5:21:20241027,Bruxelles-Midi,11922,,4291,,1
67,000008,88____:049::8814001:8814209:13:1813:20241020,Nivelles,11922,,4292,,1
106,000014,88____:049::8883311:8886009:3:619:20241117,Ath,11922,,4293,,1
107,000064,88____:049::8882206:8883006:6:2255:20241123,Braine-le-Comte,11922,,4294,,1
93,000061,88____:049::8811601:8872413:9:1347:20241111,Fleurus,11922,,4295,,1
103,000005,88____:049::8881505:8881000:4:914:20241201,Mons,11922,,4296,,1
67,000020,88____:049::8814209:8814001:13:739:20241208,Bruxelles-Midi,11922,,4297,,1
67,000008,88____:049::8814001:8814209:13:1913:20241020,Nivelles,11923,,4298,,1
93,000003,88____:049::8811601:8872413:9:1546:20241027,Fleurus,11923,,4299,,1
106,000014,88____:049::8883311:8886009:3:719:20241117,Ath,11923,,4300,,1
107,000030,88____:049::8883006:8882206:6:652:20241124,La Louvière-Sud,11923,,4301,,1
93,000061,88____:049::8811601:8872413:9:1447:20241111,Fleurus,11923,,4302,,1
103,000005,88____:049::8881505:8881000:4:1014:20241201,Mons,11923,,4303,,1
67,000020,88____:049::8814209:8814001:13:839:20241208,Bruxelles-Midi,11923,,4304,,1
67,000008,88____:049::8814001:8814209:13:2013:20241020,Nivelles,11924,,4305,,1
93,000003,88____:049::8811601:8872413:9:1646:20241027,Fleurus,11924,,4306,,1
106,000014,88____:049::8883311:8886009:3:819:20241117,Ath,11924,,4307,,1
107,000030,88____:049::8883006:8882206:6:752:20241124,La Louvière-Sud,11924,,4308,,1
93,000010,88____:049::8811601:8872413:9:1547:20241110,Fleurus,11924,,4309,,1
103,000005,88____:049::8881505:8881000:4:1114:20241201,Mons,11924,,4310,,1
67,000020,88____:049::8814209:8814001:13:939:20241208,Bruxelles-Midi,11924,,4311,,1
67,000008,88____:049::8814001:8814209:13:2113:20241020,Nivelles,11925,,4312,,1
93,000003,88____:049::8811601:8872413:9:1746:20241027,Fleurus,11925,,4313,,1
106,000014,88____:049::8883311:8886009:3:919:20241117,Ath,11925,,4314,,1
107,000030,88____:049::8883006:8882206:6:852:20241124,La Louvière-Sud,11925,,4315,,1
93,000010,88____:049::8811601:8872413:9:1647:20241110,Fleurus,11925,,4316,,1
103,000005,88____:049::8881505:8881000:4:1214:20241201,Mons,11925,,4317,,1
67,000020,88____:049::8814209:8814001:13:1039:20241208,Bruxelles-Midi,11925,,4318,,1
67,000008,88____:049::8814001:8814209:13:2213:20241020,Nivelles,11926,,4319,,1
93,000003,88____:049::8811601:8872413:9:1846:20241027,Fleurus,11926,,4320,,1
106,000014,88____:049::8883311:8886009:3:1019:20241117,Ath,11926,,4321,,1
107,000030,88____:049::8883006:8882206:6:952:20241124,La Louvière-Sud,11926,,4322,,1
93,000010,88____:049::8811601:8872413:9:1747:20241110,Fleurus,11926,,4323,,1
103,000005,88____:049::8881505:8881000:4:1314:20241201,Mons,11926,,4324,,1
67,000020,88____:049::8814209:8814001:13:1139:20241208,Bruxelles-Midi,11926,,4325,,1
67,000008,88____:049::8814001:8814209:13:2313:20241020,Nivelles,11927,,4326,,1
93,000003,88____:049::8811601:8872413:9:1946:20241027,Fleurus,11927,,4327,,1
106,000014,88____:049::8883311:8886009:3:1119:20241117,Ath,11927,,4328,,1
107,000030,88____:049::8883006:8882206:6:1052:20241124,La Louvière-Sud,11927,,4329,,1
93,000010,88____:049::8811601:8872413:9:1847:20241110,Fleurus,11927,,4330,,1
103,000005,88____:049::8881505:8881000:4:1414:20241201,Mons,11927,,4331,,1
67,000020,88____:049::8814209:8814001:13:1239:20241208,Bruxelles-Midi,11927,,4332,,1
67,000008,88____:049::8814001:8814209:13:2413:20241020,Nivelles,11928,,4333,,1
93,000003,88____:049::8811601:8872413:9:2046:20241027,Fleurus,11928,,4334,,1
106,000014,88____:049::8883311:8886009:3:1219:20241117,Ath,11928,,4335,,1
107,000030,88____:049::8883006:8882206:6:1152:20241124,La Louvière-Sud,11928,,4336,,1
93,000010,88____:049::8811601:8872413:9:1947:20241110,Fleurus,11928,,4337,,1
103,000005,88____:049::8881505:8881000:4:1514:20241201,Mons,11928,,4338,,1
67,000020,88____:049::8814209:8814001:13:1339:20241208,Bruxelles-Midi,11928,,4339,,1
67,000008,88____:049::8814209:8814001:13:539:20241020,Bruxelles-Midi,11929,,4340,,1
93,000003,88____:049::8811601:8872413:9:2146:20241027,Fleurus,11929,,4341,,1
106,000014,88____:049::8883311:8886009:3:1319:20241117,Ath,11929,,4342,,1
107,000030,88____:049::8883006:8882206:6:1252:20241124,La Louvière-Sud,11929,,4343,,1
93,000010,88____:049::8811601:8872413:9:2047:20241110,Fleurus,11929,,4344,,1
103,000005,88____:049::8881505:8881000:4:1614:20241201,Mons,11929,,4345,,1
67,000020,88____:049::8814209:8814001:13:1439:20241208,Bruxelles-Midi,11929,,4346,,1
67,000008,88____:049::8814209:8814001:13:639:20241020,Bruxelles-Midi,11930,,4347,,1
93,000003,88____:049::8872413:8811601:9:808:20241027,Ottignies,11930,,4348,,1
106,000014,88____:049::8883311:8886009:3:1419:20241117,Ath,11930,,4349,,1
107,000030,88____:049::8883006:8882206:6:1352:20241124,La Louvière-Sud,11930,,4350,,1
93,000010,88____:049::8811601:8872413:9:2147:20241110,Fleurus,11930,,4351,,1
103,000005,88____:049::8881505:8881000:4:1714:20241201,Mons,11930,,4352,,1
67,000020,88____:049::8814209:8814001:13:1539:20241208,Bruxelles-Midi,11930,,4353,,1
67,000008,88____:049::8814209:8814001:13:739:20241020,Bruxelles-Midi,11931,,4354,,1
93,000003,88____:049::8872413:8811601:9:908:20241027,Ottignies,11931,,4355,,1
106,000014,88____:049::8883311:8886009:3:1519:20241117,Ath,11931,,4356,,1
107,000030,88____:049::8883006:8882206:6:1452:20241124,La Louvière-Sud,11931,,4357,,1
93,000010,88____:049::8811601:8872413:9:2258:20241110,Fleurus,11931,,4358,,1
103,000056,88____:049::8881505:8881000:4:1814:20241130,Mons,11931,,4359,,1
67,000020,88____:049::8814209:8814001:13:1639:20241208,Bruxelles-Midi,11931,,4360,,1
67,000008,88____:049::8814209:8814001:13:839:20241020,Bruxelles-Midi,11932,,4361,,1
93,000003,88____:049::8872413:8811601:9:1008:20241027,Ottignies,11932,,4362,,1
106,000014,88____:049::8883311:8886009:3:1619:20241117,Ath,11932,,4363,,1
107,000030,88____:049::8883006:8882206:6:1552:20241124,La Louvière-Sud,11932,,4364,,1
94,000031,88____:049::8811601:8872009:12:2412:20241109,Charleroi-Central,11932,,4365,,1
103,000056,88____:049::8881505:8881000:4:1914:20241130,Mons,11932,,4366,,1
67,000020,88____:049::8814209:8814001:13:1739:20241208,Bruxelles-Midi,11932,,4367,,1
67,000008,88____:049::8814209:8814001:13:939:20241020,Bruxelles-Midi,11933,,4368,,1
93,000003,88____:049::8872413:8811601:9:1108:20241027,Ottignies,11933,,4369,,1
106,000014,88____:049::8883311:8886009:3:1719:20241117,Ath,11933,,4370,,1
107,000030,88____:049::8883006:8882206:6:1652:20241124,La Louvière-Sud,11933,,4371,,1
103,000056,88____:049::8881505:8881000:4:2014:20241130,Mons,11933,,4372,,1
67,000020,88____:049::8814209:8814001:13:1839:20241208,Bruxelles-Midi,11933,,4373,,1
67,000008,88____:049::8814209:8814001:13:1039:20241020,Bruxelles-Midi,11934,,4374,,1
93,000003,88____:049::8872413:8811601:9:1208:20241027,Ottignies,11934,,4375,,1
106,000014,88____:049::8883311:8886009:3:1819:20241117,Ath,11934,,4376,,1
107,000064,88____:049::8883006:8882206:6:1752:20241123,La Louvière-Sud,11934,,4377,,1
94,000031,88____:049::8872009:8811601:12:554:20241109,Ottignies,11934,,4378,,1
103,000056,88____:049::8881505:8881000:4:2114:20241130,Mons,11934,,4379,,1
67,000020,88____:049::8814209:8814001:13:1939:20241208,Bruxelles-Midi,11934,,4380,,1
67,000008,88____:049::8814209:8814001:13:1139:20241020,Bruxelles-Midi,11935,,4381,,1
93,000003,88____:049::8872413:8811601:9:1308:20241027,Ottignies,11935,,4382,,1
106,000014,88____:049::8883311:8886009:3:1919:20241117,Ath,11935,,4383,,1
107,000064,88____:049::8883006:8882206:6:1852:20241123,La Louvière-Sud,11935,,4384,,1
93,000061,88____:049::8872413:8811601:9:644:20241111,Ottignies,11935,,4385,,1
103,000056,88____:049::8881505:8881000:4:2214:20241130,Mons,11935,,4386,,1
67,000020,88____:049::8814209:8814001:13:2039:20241208,Bruxelles-Midi,11935,,4387,,1
67,000008,88____:049::8814209:8814001:13:1239:20241020,Bruxelles-Midi,11936,,4388,,1
93,000003,88____:049::8872413:8811601:9:1408:20241027,Ottignies,11936,,4389,,1
106,000014,88____:049::8883311:8886009:3:2019:20241117,Ath,11936,,4390,,1
107,000064,88____:049::8883006:8882206:6:1952:20241123,La Louvière-Sud,11936,,4391,,1
103,000005,88____:049::8881000:8881505:4:818:20241201,Quévy,11936,,4392,,1
93,000061,88____:049::8872413:8811601:9:754:20241111,Ottignies,11936,,4393,,1
67,000020,88____:049::8814209:8814001:13:2139:20241208,Bruxelles-Midi,11936,,4394,,1
67,000008,88____:049::8814209:8814001:13:1339:20241020,Bruxelles-Midi,11937,,4395,,1
93,000003,88____:049::8872413:8811601:9:1508:20241027,Ottignies,11937,,4396,,1
106,000014,88____:049::8883311:8886009:3:2119:20241117,Ath,11937,,4397,,1
107,000064,88____:049::8883006:8882206:6:2052:20241123,La Louvière-Sud,11937,,4398,,1
103,000005,88____:049::8881000:8881505:4:918:20241201,Quévy,11937,,4399,,1
93,000061,88____:049::8872413:8811601:9:854:20241111,Ottignies,11937,,4400,,1
67,000020,88____:049::8814209:8814001:13:2239:20241208,Bruxelles-Midi,11937,,4401,,1
67,000008,88____:049::8814209:8814001:13:1439:20241020,Bruxelles-Midi,11938,,4402,,1
93,000003,88____:049::8872413:8811601:9:1608:20241027,Ottignies,11938,,4403,,1
106,000014,88____:049::8883311:8886009:3:2219:20241117,Ath,11938,,4404,,1
107,000064,88____:049::8883006:8882206:6:2152:20241123,La Louvière-Sud,11938,,4405,,1
103,000005,88____:049::8881000:8881505:4:1018:20241201,Quévy,11938,,4406,,1
93,000061,88____:049::8872413:8811601:9:954:20241111,Ottignies,11938,,4407,,1
67,000020,88____:049::8814209:8814001:13:2339:20241208,Bruxelles-Midi,11938,,4408,,1
67,000008,88____:049::8814209:8814001:13:1539:20241020,Bruxelles-Midi,11939,,4409,,1
93,000003,88____:049::8872413:8811601:9:1708:20241027,Ottignies,11939,,4410,,1
106,000014,88____:049::8883311:8886009:3:2319:20241117,Ath,11939,,4411,,1
107,000064,88____:049::8883006:8882206:6:2252:20241123,La Louvière-Sud,11939,,4412,,1
103,000005,88____:049::8881000:8881505:4:1118:20241201,Quévy,11939,,4413,,1
93,000061,88____:049::8872413:8811601:9:1054:20241111,Ottignies,11939,,4414,,1
67,000020,88____:049::8814001:8814209:13:714:20241208,Nivelles,11939,,4415,,1
67,000008,88____:049::8814209:8814001:13:1639:20241020,Bruxelles-Midi,11940,,4416,,1
93,000003,88____:049::8872413:8811601:9:1808:20241027,Ottignies,11940,,4417,,1
106,000014,88____:049::8883311:8886009:3:2419:20241117,Ath,11940,,4418,,1
107,000064,88____:049::8883006:8882206:6:2352:20241123,La Louvière-Sud,11940,,4419,,1
103,000005,88____:049::8881000:8881505:4:1218:20241201,Quévy,11940,,4420,,1
93,000061,88____:049::8872413:8811601:9:1154:20241111,Ottignies,11940,,4421,,1
67,000020,88____:049::8814001:8814209:13:814:20241208,Nivelles,11940,,4422,,1
67,000008,88____:049::8814209:8814001:13:1739:20241020,Bruxelles-Midi,11941,,4423,,1
93,000003,88____:049::8872413:8811601:9:1908:20241027,Ottignies,11941,,4424,,1
116,000064,88____:049::8883006:8881000:8:117:20241123,Mons,11941,,4425,,1
107,000027,88____:049::8883006:8882206:6:52:20241124,La Louvière-Sud,11941,,4426,,1
103,000005,88____:049::8881000:8881505:4:1318:20241201,Quévy,11941,,4427,,1
93,000061,88____:049::8872413:8811601:9:1254:20241111,Ottignies,11941,,4428,,1
67,000020,88____:049::8814001:8814209:13:914:20241208,Nivelles,11941,,4429,,1
67,000008,88____:049::8814209:8814001:13:1839:20241020,Bruxelles-Midi,11942,,4430,,1
93,000003,88____:049::8872413:8811601:9:2008:20241027,Ottignies,11942,,4431,,1
103,000005,88____:049::8881000:8881505:4:1418:20241201,Quévy,11942,,4432,,1
67,000014,88____:049::8814001:8814209:13:613:20241117,Nivelles,11942,,4433,,1
93,000061,88____:049::8872413:8811601:9:1354:20241111,Ottignies,11942,,4434,,1
111,000064,88____:049::8872413:8872009:4:550:20241123,Charleroi-Central,11942,,4435,,1
67,000020,88____:049::8814001:8814209:13:1014:20241208,Nivelles,11942,,4436,,1
67,000008,88____:049::8814209:8814001:13:1939:20241020,Bruxelles-Midi,11943,,4437,,1
93,000003,88____:049::8872413:8811601:9:2108:20241027,Ottignies,11943,,4438,,1
103,000005,88____:049::8881000:8881505:4:1518:20241201,Quévy,11943,,4439,,1
67,000014,88____:049::8814001:8814209:13:713:20241117,Nivelles,11943,,4440,,1
93,000061,88____:049::8872413:8811601:9:1454:20241111,Ottignies,11943,,4441,,1
111,000030,88____:049::8872413:8872009:4:650:20241124,Charleroi-Central,11943,,4442,,1
67,000020,88____:049::8814001:8814209:13:1114:20241208,Nivelles,11943,,4443,,1
67,000008,88____:049::8814209:8814001:13:2039:20241020,Bruxelles-Midi,11944,,4444,,1
93,000003,88____:049::8872413:8811601:9:2208:20241027,Ottignies,11944,,4445,,1
103,000005,88____:049::8881000:8881505:4:1618:20241201,Quévy,11944,,4446,,1
93,000061,88____:049::8872413:8811601:9:1554:20241111,Ottignies,11944,,4447,,1
67,000014,88____:049::8814001:8814209:13:813:20241117,Nivelles,11944,,4448,,1
111,000030,88____:049::8872413:8872009:4:750:20241124,Charleroi-Central,11944,,4449,,1
67,000020,88____:049::8814001:8814209:13:1214:20241208,Nivelles,11944,,4450,,1
67,000008,88____:049::8814209:8814001:13:2139:20241020,Bruxelles-Midi,11945,,4451,,1
93,000003,88____:049::8872413:8811601:9:2308:20241027,Ottignies,11945,,4452,,1
103,000005,88____:049::8881000:8881505:4:1718:20241201,Quévy,11945,,4453,,1
93,000010,88____:049::8872413:8811601:9:1654:20241110,Ottignies,11945,,4454,,1
67,000014,88____:049::8814001:8814209:13:913:20241117,Nivelles,11945,,4455,,1
111,000030,88____:049::8872413:8872009:4:850:20241124,Charleroi-Central,11945,,4456,,1
67,000020,88____:049::8814001:8814209:13:1314:20241208,Nivelles,11945,,4457,,1
67,000008,88____:049::8814209:8814001:13:2239:20241020,Bruxelles-Midi,11946,,4458,,1
103,000056,88____:049::8881000:8881505:4:1818:20241130,Quévy,11946,,4459,,1
67,000014,88____:049::8814001:8814209:13:1013:20241117,Nivelles,11946,,4460,,1
93,000010,88____:049::8872413:8811601:9:1754:20241110,Ottignies,11946,,4461,,1
111,000030,88____:049::8872413:8872009:4:950:20241124,Charleroi-Central,11946,,4462,,1
67,000020,88____:049::8814001:8814209:13:1414:20241208,Nivelles,11946,,4463,,1
67,000008,88____:049::8814209:8814001:13:2339:20241020,Bruxelles-Midi,11947,,4464,,1
103,000056,88____:049::8881000:8881505:4:1918:20241130,Quévy,11947,,4465,,1
67,000014,88____:049::8814001:8814209:13:1113:20241117,Nivelles,11947,,4466,,1
93,000010,88____:049::8872413:8811601:9:1854:20241110,Ottignies,11947,,4467,,1
111,000030,88____:049::8872413:8872009:4:1050:20241124,Charleroi-Central,11947,,4468,,1
67,000020,88____:049::8814001:8814209:13:1514:20241208,Nivelles,11947,,4469,,1
105,000036,88____:049::8814308:8886009:4:105:20241019,Ath,11948,,4470,,1
103,000056,88____:049::8881000:8881505:4:2018:20241130,Quévy,11948,,4471,,1
67,000014,88____:049::8814001:8814209:13:1213:20241117,Nivelles,11948,,4472,,1
93,000010,88____:049::8872413:8811601:9:1954:20241110,Ottignies,11948,,4473,,1
111,000030,88____:049::8872413:8872009:4:1150:20241124,Charleroi-Central,11948,,4474,,1
67,000020,88____:049::8814001:8814209:13:1614:20241208,Nivelles,11948,,4475,,1
103,000056,88____:049::8881000:8881505:4:2118:20241130,Quévy,11949,,4476,,1
67,000014,88____:049::8814001:8814209:13:1313:20241117,Nivelles,11949,,4477,,1
93,000010,88____:049::8872413:8811601:9:2054:20241110,Ottignies,11949,,4478,,1
111,000030,88____:049::8872413:8872009:4:1250:20241124,Charleroi-Central,11949,,4479,,1
67,000020,88____:049::8814001:8814209:13:1714:20241208,Nivelles,11949,,4480,,1
103,000056,88____:049::8881000:8881505:4:2218:20241130,Quévy,11950,,4481,,1
67,000014,88____:049::8814001:8814209:13:1413:20241117,Nivelles,11950,,4482,,1
93,000010,88____:049::8872413:8811601:9:2154:20241110,Ottignies,11950,,4483,,1
111,000030,88____:049::8872413:8872009:4:1350:20241124,Charleroi-Central,11950,,4484,,1
67,000020,88____:049::8814001:8814209:13:1814:20241208,Nivelles,11950,,4485,,1
102,000008,88____:049::8884004:8881000:4:702:20241020,Mons,11951,,4486,,1
93,000010,88____:049::8872413:8811601:9:2254:20241110,Ottignies,11951,,4487,,1
67,000014,88____:049::8814001:8814209:13:1513:20241117,Nivelles,11951,,4488,,1
111,000030,88____:049::8872413:8872009:4:1450:20241124,Charleroi-Central,11951,,4489,,1
67,000020,88____:049::8814001:8814209:13:1914:20241208,Nivelles,11951,,4490,,1
102,000008,88____:049::8884004:8881000:4:802:20241020,Mons,11952,,4491,,1
93,000010,88____:049::8872413:8811601:9:2344:20241110,Ottignies,11952,,4492,,1
67,000014,88____:049::8814001:8814209:13:1613:20241117,Nivelles,11952,,4493,,1
111,000030,88____:049::8872413:8872009:4:1550:20241124,Charleroi-Central,11952,,4494,,1
67,000020,88____:049::8814001:8814209:13:2014:20241208,Nivelles,11952,,4495,,1
102,000008,88____:049::8884004:8881000:4:902:20241020,Mons,11953,,4496,,1
94,000031,88____:049::8872009:8811601:12:2454:20241109,Ottignies,11953,,4497,,1
67,000014,88____:049::8814001:8814209:13:1713:20241117,Nivelles,11953,,4498,,1
111,000030,88____:049::8872413:8872009:4:1650:20241124,Charleroi-Central,11953,,4499,,1
67,000020,88____:049::8814001:8814209:13:2114:20241208,Nivelles,11953,,4500,,1
102,000008,88____:049::8884004:8881000:4:1002:20241020,Mons,11954,,4501,,1
93,000061,88____:049::8811601:8872413:9:646:20241111,Fleurus,11954,,4502,,1
67,000014,88____:049::8814001:8814209:13:1813:20241117,Nivelles,11954,,4503,,1
111,000030,88____:049::8872413:8872009:4:1750:20241124,Charleroi-Central,11954,,4504,,1
67,000020,88____:049::8814001:8814209:13:2214:20241208,Nivelles,11954,,4505,,1
102,000008,88____:049::8884004:8881000:4:1102:20241020,Mons,11955,,4506,,1
93,000061,88____:049::8811601:8872413:9:746:20241111,Fleurus,11955,,4507,,1
67,000014,88____:049::8814001:8814209:13:1913:20241117,Nivelles,11955,,4508,,1
111,000030,88____:049::8872413:8872009:4:1850:20241124,Charleroi-Central,11955,,4509,,1
67,000020,88____:049::8814001:8814209:13:2314:20241208,Nivelles,11955,,4510,,1
102,000008,88____:049::8884004:8881000:4:1202:20241020,Mons,11956,,4511,,1
93,000061,88____:049::8811601:8872413:9:846:20241111,Fleurus,11956,,4512,,1
67,000014,88____:049::8814001:8814209:13:2013:20241117,Nivelles,11956,,4513,,1
111,000030,88____:049::8872413:8872009:4:1950:20241124,Charleroi-Central,11956,,4514,,1
67,000020,88____:049::8814001:8814209:13:2414:20241208,Nivelles,11956,,4515,,1
102,000008,88____:049::8884004:8881000:4:1302:20241020,Mons,11957,,4516,,1
93,000061,88____:049::8811601:8872413:9:946:20241111,Fleurus,11957,,4517,,1
67,000014,88____:049::8814001:8814209:13:2113:20241117,Nivelles,11957,,4518,,1
111,000030,88____:049::8872413:8872009:4:2050:20241124,Charleroi-Central,11957,,4519,,1
67,000020,88____:049::8814001:8814209:13:2514:20241208,Nivelles,11957,,4520,,1
102,000008,88____:049::8884004:8881000:4:1402:20241020,Mons,11958,,4521,,1
93,000061,88____:049::8811601:8872413:9:1046:20241111,Fleurus,11958,,4522,,1
67,000014,88____:049::8814001:8814209:13:2213:20241117,Nivelles,11958,,4523,,1
111,000030,88____:049::8872413:8872009:4:2150:20241124,Charleroi-Central,11958,,4524,,1
67,000067,88____:049::8814001:8814209:13:214:20241209,Nivelles,11958,,4525,,1
102,000008,88____:049::8884004:8881000:4:1502:20241020,Mons,11959,,4526,,1
93,000061,88____:049::8811601:8872413:9:1146:20241111,Fleurus,11959,,4527,,1
67,000014,88____:049::8814001:8814209:13:2313:20241117,Nivelles,11959,,4528,,1
111,000030,88____:049::8872413:8872009:4:2250:20241124,Charleroi-Central,11959,,4529,,1
67,000020,88____:049::8814209:8814001:13:646:20241208,Bruxelles-Midi,11959,,4530,,1
102,000008,88____:049::8884004:8881000:4:1602:20241020,Mons,11960,,4531,,1
93,000061,88____:049::8811601:8872413:9:1246:20241111,Fleurus,11960,,4532,,1
67,000014,88____:049::8814001:8814209:13:2413:20241117,Nivelles,11960,,4533,,1
111,000064,88____:049::8872413:8872009:4:2350:20241123,Charleroi-Central,11960,,4534,,1
67,000020,88____:049::8814209:8814001:13:746:20241208,Bruxelles-Midi,11960,,4535,,1
102,000036,88____:049::8884004:8881000:4:1702:20241019,Mons,11961,,4536,,1
93,000061,88____:049::8811601:8872413:9:1346:20241111,Fleurus,11961,,4537,,1
67,000014,88____:049::8814209:8814001:13:539:20241117,Bruxelles-Midi,11961,,4538,,1
111,000064,88____:049::8872009:8872413:4:536:20241123,Fleurus,11961,,4539,,1
67,000020,88____:049::8814209:8814001:13:846:20241208,Bruxelles-Midi,11961,,4540,,1
102,000036,88____:049::8884004:8881000:4:1802:20241019,Mons,11962,,4541,,1
93,000061,88____:049::8811601:8872413:9:1446:20241111,Fleurus,11962,,4542,,1
